id,score_phrase,title,platform,score,
14326,Good,Sam & Max: The Devil's Playhouse -- Episode 1: The Penal Zone,iPad,7.2,
14327,Painful,NBA Unrivaled,PlayStation 3,2.5,
14328,Great,BlazBlue: Calamity Trigger Portable,PlayStation Portable,8,
14329,Amazing,Plants vs. Zombies HD,iPad,9,
14330,Amazing,Need for Speed Shift,iPad,9,
14331,Great,GodFinger,iPad,8,
14332,Great,Flight Control HD,iPad,8,
14333,Okay,Command & Conquer: Red Alert,iPad,6.5,
14334,Great,Mirror's Edge [2D Edition],iPad,8.5,
14335,Good,Geometry Wars: Touch,iPad,7.5,
14336,Bad,Puffins: Let's Roll,Nintendo DSi,4,
14337,Great,Zen Bound 2,iPad,8.5,
14338,Great,Pinball HD,iPad,8,
14339,Great,Picross 3D,Nintendo DS,8.5,
14340,Great,Sherlock Holmes Versus Jack the Ripper,Xbox 360,8,
14341,Bad,BreakQuest,PlayStation Portable,4.5,
14342,Great,Vector TD,PlayStation Portable,8,
14343,Painful,Legend of Kunoichi,PlayStation Portable,2.5,
14344,Great,Alien Zombie Death,PlayStation Portable,8.5,
14345,Awful,Earthshield,PlayStation Portable,3,
14346,Bad,Digi-Tiles,PlayStation Portable,4,
14347,Okay,Retro: Cave Flyer,PlayStation Portable,6,
14348,Great,Sketch Nation Shooter,iPhone,8,
14349,Bad,Kick-Ass,PlayStation 3,4,
14350,Okay,Tecmo Bowl Throwback,Xbox 360,6.5,
14351,Okay,2010 FIFA World Cup South Africa,PlayStation Portable,6,
14352,Okay,2010 FIFA World Cup South Africa,Wii,6.5,
14353,Good,Above,iPhone,7.5,
14354,Great,Fruit Ninja,iPhone,8.5,
14355,Good,Puzzle Chronicles,PlayStation 3,7,
14356,Great,2010 FIFA World Cup South Africa,PlayStation 3,8.3,
14357,Bad,Zaxxon,Wii,4,
14358,Mediocre,Rocket Racing,PlayStation Portable,5.5,
14359,Awful,The Terminator,PlayStation Portable,3.5,
14360,Great,Shin Megami Tensei: Strange Journey,Nintendo DS,8.5,
14361,Bad,How to Train Your Dragon,Xbox 360,4.6,
14362,Bad,How to Train Your Dragon,PlayStation 3,4.6,
14363,Great,Mega Man 10,Xbox 360,8.5,
14364,Mediocre,The Saboteur,iPhone,5,
14365,Okay,How to Train Your Dragon,Nintendo DS,6.5,
14366,Amazing,Tom Clancy's Splinter Cell: Conviction,Xbox 360,9.3,
14367,Amazing,Grand Theft Auto: Episodes from Liberty City,PlayStation 3,9.2,
14368,Mediocre,Metal Gear Solid Touch,iPad,5,
14369,Mediocre,Star Wars Cantina,iPhone,5,
14370,Okay,Surviving High School,Nintendo DSi,6,
14371,Okay,Tonzurakko,PlayStation Portable,6.8,
14372,Awful,Pinball Duel,PlayStation Portable,3,
14373,Bad,Reef Aquarium,PlayStation Portable,4,
14374,Painful,Finger Connection,PlayStation Portable,2,
14375,Good,Record of Agarest War,PlayStation 3,7.5,
14376,Okay,Avatar: The Game,iPad,6,
14377,Okay,Borderlands: Double Game Add-On Pack,Xbox 360,6.5,
14378,Good,Trauma Team,Wii,7.5,
14379,Okay,Dead to Rights: Retribution,PlayStation 3,6,
14380,Painful,Kick-Ass,iPhone,2,
14381,Awful,5 Arcade Gems,Wii,3,
14382,Awful,Brain Drain,Wii,3,
14383,Mediocre,Bang Attack,Wii,5,
14384,Great,The Secret of Monkey Island: Special Edition,PlayStation 3,8.7,
14385,Great,2010 FIFA World Cup South Africa,Xbox 360,8.3,
14386,Okay,Dawn of Discovery: Venice,PC,6.5,
14387,Okay,Mikado Defenders,iPhone,6.5,
14388,Good,Game & Watch: Donkey Kong Jr.,Nintendo DSi,7.5,
14389,Mediocre,Flips: The Enchanted Wood,Nintendo DSi,5,
14390,Good,Rocket Knight,Xbox 360,7.5,
14391,Good,Hamlet,PC,7.5,
14392,Mediocre,Fishie Fishie,Wii,5,
14393,Great,Final Fight: Double Impact,Xbox 360,8.8,
14394,Mediocre,Resident Evil 4: iPad Edition,iPad,5,
14395,Great,Final Fight: Double Impact,PlayStation 3,8.8,
14396,Good,Learning with the PooYoos -- Episode 2,Wii,7,
14397,Okay,Chop Chop Runner,iPhone,6.5,
14398,Good,Mass Effect 2: Kasumi's Stolen Memory,PC,7.5,
14399,Mediocre,Sonic the Hedgehog 2 [2010 version],iPhone,5.5,
14400,Mediocre,Sweet Reversi,PlayStation Portable,5,
14401,Good,Monopoly,PlayStation Portable,7.6,
14402,Good,Shrek Kart HD,iPad,7.3,
14403,Good,7 Wonders,iPad,7.4,
14404,Good,Lead and Gold: Gangs of the Wild West,PC,7,
14405,Good,Crazy Golf,Nintendo DSi,7,
14406,Mediocre,Iron Man 2,PlayStation 3,5.1,
14407,Mediocre,Iron Man 2,Xbox 360,5.1,
14408,Bad,Bloons,Nintendo DSi,4,
14409,Okay,Lost Planet 2,Xbox 360,6,
14410,Good,Bounce & Break,Nintendo DSi,7,
14411,Okay,Dead to Rights: Retribution,Xbox 360,6,
14412,Good,Sam & Max: The Devil's Playhouse -- Episode 1: The Penal Zone,PlayStation 3,7.2,
14413,Okay,Military Madness,Wii,6.9,
14414,Okay,Vampire Origins,iPhone,6.5,
14415,Good,Uno [2010],PlayStation Portable,7.5,
14416,Good,Puzzle Chronicles,PlayStation 3,7,
14417,Good,Espgaluda II,iPhone,7.8,
14418,Great,Mega Man 4,Wii,8,
14419,Okay,Charge! Tank Squad!,PlayStation Portable,6.5,
14420,Okay,Fat Princess: Fistful of Cake,PlayStation Portable,6.8,
14421,Great,Left 4 Dead 2: The Passing,PC,8.5,
14422,Great,Left 4 Dead 2: The Passing,Xbox 360,8.5,
14423,Great,Tap Tap Revenge: Nirvana Edition,iPhone,8,
14424,Good,Chess Challenge!,Nintendo DSi,7,
14425,Good,Zeno Clash: Ultimate Edition,Xbox 360,7,
14426,Good,Zombie Infection,iPhone,7.9,
14427,Good,Nier,Xbox 360,7,
14428,Okay,Skate It,iPhone,6,
14429,Good,Mass Effect 2: Kasumi's Stolen Memory,Xbox 360,7.5,
14430,Awful,Calling,Wii,3.5,
14431,Great,KORG DS-10 Plus,Nintendo DS,8,
14432,Great,Real Racing HD,iPad,8.5,
14433,Okay,Mr. Driller: Drill Till You Drop,Nintendo DSi,6.5,
14434,Okay,Army of Two: The 40th Day -- Chapters of Deceit,Xbox 360,6,
14435,Good,Diner Dash: Grilling Green,iPad,7,
14436,Okay,The Settlers 7: Paths to a Kingdom,PC,6,
14437,Amazing,"Sakura Wars: So Long, My Love",Wii,9,
14438,Great,3D Dot Game Heroes,PlayStation 3,8.5,
14439,Amazing,Grand Theft Auto: Episodes from Liberty City,PC,9.2,
14440,Amazing,Ogre Battle 64: Person of Lordly Caliber,Wii,9,
14441,Good,Let's Golf HD,iPad,7.4,
14442,Good,Amazon: Hidden Expedition,iPad,7.5,
14443,Great,Dark Void Zero,iPhone,8,
14444,Great,Monster Hunter Tri,Wii,8.8,
14445,Good,1001 Crystal Mazes Collection,Nintendo DSi,7,
14446,Mediocre,Sokomania,Nintendo DSi,5,
14447,Okay,Iron Man 2,iPhone,6,
14448,Good,Record of Agarest War,Xbox 360,7.5,
14449,Good,Lead and Gold: Gangs of the Wild West,PlayStation 3,7,
14450,Okay,Raystorm HD,Xbox 360,6.5,
14451,Bad,Kung Fu Funk: Everybody is Kung Fu Fighting,Wii,4,
14452,Amazing,Alan Wake,Xbox 360,9,
14453,Good,Tower Bloxx New York,iPhone,7.5,
14454,Okay,Fast & Furious Adrenaline,iPhone,6.5,
14455,Amazing,Super Street Fighter IV,Xbox 360,9,
14456,Good,Hysteria Project,PlayStation Portable,7,
14457,Good,Homerun Hitters,PlayStation Portable,7,
14458,Great,Freaking Inkies,iPhone,8.5,
14459,Amazing,Super Street Fighter IV,PlayStation 3,9,
14460,Great,Monsters (Probably) Stole My Princess,PlayStation Portable,8.8,
14461,Good,After Burner Climax,Xbox 360,7.5,
14462,Great,Skate 3,PlayStation 3,8,
14463,Good,Nier,PlayStation 3,7,
14464,Great,Skate 3,Xbox 360,8,
14465,Great,Bird Strike (Gold Edition),iPhone,8,
14466,Great,Photo Dojo,Nintendo DSi,8,
14467,Good,"What Did I Do To Deserve This, My Lord?! 2 (Retail Edtion)",PlayStation Portable,7.5,
14468,Okay,Army of Two: The 40th Day -- Chapters of Deceit,PlayStation 3,6,
14469,Bad,Samurai Shodown Sen,Xbox 360,4,
14470,Good,Sam & Max: The Devil's Playhouse -- Episode 1: The Penal Zone,PC,7.2,
14471,Okay,N.O.V.A.: Near Orbit Vanguard Alliance,iPad,6.5,
14472,Awful,Scarface: Last Stand,iPhone,3.5,
14473,Great,AiRace,Nintendo DSi,8,
14474,Mediocre,7 Card Games,Nintendo DSi,5,
14475,Great,Mount & Blade: Warband,PC,8.1,
14476,Bad,Again,Nintendo DS,4.5,
14477,Mediocre,Gangstar 2: Kings of L.A.,Nintendo DSi,5,
14478,Okay,American McGee's Crooked House,iPhone,6,
14479,Great,Ironclad,Wii,8,
14480,Amazing,ModNation Racers,PlayStation 3,9,
14481,Great,Dementium II,Nintendo DS,8,
14482,Bad,Don't Feed The Animals,Nintendo DSi,4,
14483,Good,Ferrari GT: Evolution,Nintendo DSi,7,
14484,Amazing,DodoGo!,Nintendo DSi,9,
14485,Mediocre,Sheep Defense,PlayStation Portable,5,
14486,Great,Blokus,iPhone,8,
14487,Amazing,Chaos Rings,iPhone,9,
14488,Amazing,Alpha Bounce,Nintendo DSi,9,
14489,Good,ModNation Racers,PlayStation Portable,7.4,
14490,Okay,Iron Man 2,iPad,6.2,
14491,Painful,Music Quiz,PlayStation Portable,2,
14492,Painful,NormalTanks,PlayStation Portable,2.5,
14493,Bad,Pile Up! Bakery,PlayStation Portable,4,
14494,Painful,One Two Boat Racing,PlayStation Portable,2,
14495,Mediocre,Lost Planet 2,PlayStation 3,5.5,
14496,Awful,Ramen Heaven,PlayStation Portable,3,
14497,Good,Sneezies,PlayStation Portable,7.5,
14498,Okay,Dragon Age: Origins -- Darkspawn Chronicles,Xbox 360,6.5,
14499,Good,Flips: More Bloody Horowitz,Nintendo DSi,7,
14500,Good,Trucker's Delight,iPhone,7,
14501,Okay,Hero of Sparta HD,iPad,6.5,
14502,Okay,Prince of Persia: The Forgotten Sands,PlayStation Portable,6,
14503,Good,New York 3D Rollercoaster Rush,iPad,7,
14504,Good,Freekscape: Escape from Hell,PlayStation Portable,7.5,
14505,Great,Prince of Persia: The Forgotten Sands,Xbox 360,8,
14506,Great,Prince of Persia: The Forgotten Sands,Wii,8,
14507,Bad,Prince of Persia: The Forgotten Sands,Nintendo DS,4.5,
14508,Okay,Split/Second,iPhone,6,
14509,Great,Prince of Persia: The Forgotten Sands,PlayStation 3,8,
14510,Good,Harvest Moon: Hero of Leaf Valley,PlayStation Portable,7.5,
14511,Great,U Connect,iPad,8.5,
14512,Great,U Connect,iPhone,8.5,
14513,Amazing,Red Dead Redemption,Xbox 360,9.7,
14514,Amazing,Red Dead Redemption,PlayStation 3,9.7,
14515,Great,Sword & Poker 2,iPhone,8.8,
14516,Great,Split/Second,PlayStation 3,8.5,
14517,Good,DynamoKid,iPhone,7,
14518,Okay,Naruto Shippuden: Ultimate Ninja Heroes 3,PlayStation Portable,6.5,
14519,Great,Split/Second,Xbox 360,8.5,
14520,Bad,Mimana Iyar Chronicles,PlayStation Portable,4,
14521,Okay,Car Jack Streets,PlayStation Portable,6,
14522,Okay,Phoenix Wright: Ace Attorney: Trials and Tribulations,Wii,6,
14523,Great,Chess Challenge!,Wii,8,
14524,Bad,2010 FIFA World Cup,iPhone,4.5,
14525,Great,Mario Tennis,Wii,8.5,
14526,Good,Puffins: Let's Fish,Nintendo DSi,7,
14527,Okay,Transformers: War for Cybertron -- Autobots,Nintendo DS,6.5,
14528,Awful,Naughty Bear,Xbox 360,3,
14529,Great,Green Day: Rock Band,Wii,8,
14530,Okay,Transformers: War for Cybertron -- Decepticons,Nintendo DS,6.5,
14531,Painful,Naughty Bear,PlayStation 3,2.5,
14532,Great,Spin Six,Nintendo DSi,8,
14533,Great,Blokus HD,iPad,8.5,
14534,Awful,Mega Words,Nintendo DSi,3,
14535,Good,Eliminate: GunRange,iPhone,7.5,
14536,Good,Pac-Match Party HD,iPad,7.2,
14537,Mediocre,Flips: Silent But Deadly,Nintendo DSi,5,
14538,Great,LEGO Harry Potter: Years 1-4,PC,8.5,
14539,Mediocre,NCAA Football,iPhone,5.5,
14540,Great,LEGO Harry Potter: Years 1-4,Wii,8.5,
14541,Good,Singularity,PC,7,
14542,Mediocre,Flips: The Magic Faraway Tree,Nintendo DSi,5,
14543,Great,LEGO Harry Potter: Years 1-4,Xbox 360,8.5,
14544,Great,A Kappa's Trail,Nintendo DSi,8.5,
14545,Great,LEGO Harry Potter: Years 1-4,PlayStation 3,8.5,
14546,Great,Archetype,iPhone,8.4,
14547,Good,Toy Story 3: The Video Game,PC,7.5,
14548,Mediocre,Crystal Defenders,iPad,5,
14549,Great,Monkey Island 2: LeChuck's Revenge -- Special Edition,PC,8.9,
14550,Great,Shin Megami Tensei: Persona 3 Portable,PlayStation Portable,8.5,
14551,Mediocre,Bass Pro Shops: The Hunt,Wii,5,
14552,Great,Split/Second,PC,8.5,
14553,Good,Blur,Xbox 360,7,
14554,Good,UFC Undisputed 2010,Xbox 360,7.8,
14555,Good,UFC Undisputed 2010,PlayStation 3,7.8,
14556,Amazing,Metal Gear Solid: Peace Walker,PlayStation Portable,9.5,
14557,Bad,Ben 10 Alien Force: The Rise of Hex,Wii,4.5,
14558,Amazing,Joe Danger,PlayStation 3,9.5,
14559,Great,Tom Clancy's Splinter Cell Conviction: The Insurgency Pack,Xbox 360,8.5,
14560,Good,Singularity,Xbox 360,7,
14561,Good,Singularity,PlayStation 3,7,
14562,Good,Lead the Meerkats,Wii,7,
14563,Bad,Zoo Disc Golf,Wii,4,
14564,Bad,Reel Fishing Challenge II,Wii,4,
14565,Awful,Transformers: Cybertron Adventures,Wii,3.5,
14566,Amazing,Sin and Punishment: Star Successor,Wii,9,
14567,Good,Toy Story 3: The Video Game,Wii,7.5,
14568,Bad,Duke Nukem: Manhattan Project,Xbox 360,4,
14569,Great,Hot Shots Tennis: Get a Grip,PlayStation Portable,8,
14570,Okay,Planet Minigolf,PlayStation 3,6.5,
14571,Good,Age of Conan: Rise of the Godslayer,PC,7.9,
14572,Good,Blur,PlayStation 3,7,
14573,Okay,Alpha Protocol,PC,6.3,
14574,Okay,Hero of Sparta,Nintendo DSi,6,
14575,Mediocre,Earthworm Jim,Nintendo DSi,5.5,
14576,Good,Pro Zombie Soccer,iPhone,7.9,
14577,Amazing,Puzzle Quest 2,Xbox 360,9,
14578,Great,Puzzle Quest 2,Nintendo DS,8.5,
14579,Great,Telegraph Sudoku & Kakuro,Nintendo DSi,8,
14580,Mediocre,Tournament of Legends,Wii,5,
14581,Okay,Ancient Tribe,Nintendo DSi,6,
14582,Mediocre,Brain Drain,Nintendo DSi,5,
14583,Good,Crackdown 2,Xbox 360,7.5,
14584,Mediocre,Date or Ditch,Nintendo DSi,5,
14585,Good,Jett Rocket,Wii,7.8,
14586,Good,Animal Color Cross,Nintendo DSi,7,
14587,Bad,Naval Assault: The Killing Tide,Xbox 360,4.5,
14588,Great,Predators,iPhone,8.5,
14589,Good,Phoenix Wright: Ace Attorney,iPhone,7.8,
14590,Awful,Pillowfight Girls,iPhone,3,
14591,Good,Karate Champ,iPhone,7.7,
14592,Great,Söldner-X 2: Final Prototype,PlayStation 3,8.5,
14593,Good,Ninjatown: Trees of Doom,iPhone,7,
14594,Good,Denki Blocks!,iPhone,7.5,
14595,Mediocre,Iron Man 2,Wii,5.5,
14596,Good,Pac-Man,iPad,7,
14597,Amazing,Snoopy: Flying Ace,Xbox 360,9,
14598,Painful,Blood Beach,Wii,2,
14599,Great,Bruce Lee: Dragon Warrior HD,iPad,8.3,
14600,Good,Robocalypse: Beaver Defense,Wii,7,
14601,Good,Pride and Prejudice and Zombies,iPhone,7.4,
14602,Great,Blue Dragon: Awakened Shadow,Nintendo DS,8,
14603,Great,The Package,iPhone,8,
14604,Great,Robot Unicorn Attack,iPhone,8,
14605,Amazing,Transformers: War for Cybertron,PC,9,
14606,Amazing,Mass Effect 2: Overlord,PC,9,
14607,Amazing,Mass Effect 2: Overlord,Xbox 360,9,
14608,Good,Magic: The Gathering -- Duels of the Planeswalkers,PC,7.5,
14609,Great,Risk: Factions,Xbox 360,8,
14610,Okay,Prince of Persia: Warrior Within,iPhone,6.9,
14611,Mediocre,Fire Panic,Nintendo DSi,5,
14612,Bad,Telegraph Crosswords,Nintendo DSi,4,
14613,Great,eBoy FixPix,iPhone,8.5,
14614,Okay,Alpha Protocol,Xbox 360,6.3,
14615,Good,Viral Survival,Wii,7,
14616,Bad,Manic Monkey Mayhem,Wii,4,
14617,Okay,Supermarket Mania,PlayStation Portable,6.5,
14618,Great,Prince of Persia Retro,iPhone,8.5,
14619,Good,World Poker Tour: Texas Hold 'Em,Nintendo DSi,7,
14620,Good,Doom II,Xbox 360,7.5,
14621,Good,Advanced Circuits,Nintendo DSi,7,
14622,Great,A Topsy Turvy Life: The Turvys Strike Back,Nintendo DSi,8,
14623,Great,Pix'n Love Rush,iPhone,8.9,
14624,Good,Twin Blades HD,iPad,7.8,
14625,Okay,NeoGeo Battle Coliseum,Xbox 360,6,
14626,Good,Banzai Rabbit,iPhone,7.8,
14627,Great,Hector: Badge of Carnage -- Episode 1: We Negotiate with Terrorists,iPhone,8.5,
14628,Great,Carcassonne,iPhone,8,
14629,Good,Earthworm Jim HD,Xbox 360,7,
14630,Good,LEGO Harry Potter: Years 1-4,PlayStation Portable,7,
14631,Good,Music On: Electronic Keyboard,Nintendo DSi,7.5,
14632,Good,Legendary Wars: T-Rex Rumble,Nintendo DSi,7,
14633,Great,ArmA II: Operation Arrowhead,PC,8,
14634,Great,Art Style: Rotozoa,Wii,8,
14635,Okay,Puzzle Agent,PC,6,
14636,Okay,Art Style: Light Trax,Wii,6.5,
14637,Mediocre,Busy Sweets Factory,PlayStation Portable,5.8,
14638,Bad,Iron Man 2,PlayStation Portable,4.9,
14639,Great,Sam & Max: The Devil's Playhouse -- Episode 2: The Tomb of Sammun-Mak,PC,8,
14640,Mediocre,Aqua: Naval Warfare,Xbox 360,5.5,
14641,Great,Looksley's Line Up,Nintendo DSi,8.5,
14642,Good,A Topsy Turvy Life: Turvy Drops,Nintendo DSi,7,
14643,Good,Rocket Knight,PlayStation 3,7.5,
14644,Okay,Dragon Age: Origins -- Darkspawn Chronicles,PC,6.5,
14645,Good,Spinzizzle,iPhone,7.9,
14646,Good,Metal Torrent,Nintendo DSi,7,
14647,Good,Highborn,iPhone,7.5,
14648,Mediocre,Backbreaker,PlayStation 3,5,
14649,Good,Blur,PC,7,
14650,Good,Supermarket Mania,iPhone,7,
14651,Mediocre,Backbreaker,Xbox 360,5,
14652,Okay,Assault Squadron,iPhone,6.5,
14653,Great,Toy Story 3: The Video Game,PlayStation 3,8,
14654,Amazing,Transformers: War for Cybertron,PlayStation 3,9,
14655,Mediocre,Voodoo Dice,PlayStation 3,5,
14656,Amazing,Transformers: War for Cybertron,Xbox 360,9,
14657,Good,Pac-Match Party,iPhone,7.2,
14658,Great,Soccer Superstars,iPhone,8,
14659,Great,Toy Story 3: The Video Game,Xbox 360,8,
14660,Great,Flametail,Nintendo DSi,8,
14661,Good,Don't Cross The Line,Nintendo DSi,7,
14662,Bad,Ben 10 Alien Force: The Rise of Hex,Xbox 360,4.5,
14663,Good,Tom Clancy's Splinter Cell: Conviction,iPhone,7.4,
14664,Good,Real Crimes: Jack the Ripper,Nintendo DSi,7,
14665,Mediocre,Voodoo Dice,Xbox 360,5,
14666,Amazing,Batman: Arkham Asylum (Game of the Year Edition),Xbox 360,9.3,
14667,Amazing,Batman: Arkham Asylum (Game of the Year Edition),PlayStation 3,9.3,
14668,Good,Jump O'Clock,iPhone,7.2,
14669,Bad,The Price is Right: 2010 Edition,PlayStation 3,4,
14670,Bad,Attack of the Movies 3D,Xbox 360,4,
14671,Great,Prince of Persia: The Forgotten Sands,PC,8,
14672,Bad,Pure Futbol,PlayStation 3,4,
14673,Amazing,Tiger Woods PGA Tour 11,Wii,9,
14674,Bad,Pure Futbol,Xbox 360,4,
14675,Great,Green Day: Rock Band,PlayStation 3,8.3,
14676,Good,Guitar Hero [iPhone],iPhone,7.5,
14677,Great,Tiger Woods PGA Tour 11,PlayStation 3,8.5,
14678,Great,Green Day: Rock Band,Xbox 360,8.3,
14679,Great,SteamWorld Tower Defense,Nintendo DSi,8,
14680,Good,APB,PC,7.7,
14681,Good,101 Shark Pets,Nintendo DSi,7,
14682,Great,NCAA Football 11,Xbox 360,8.5,
14683,Great,Hello Flowerz,Nintendo DSi,8,
14684,Good,LEGO Harry Potter: Years 1-4,Nintendo DS,7,
14685,Okay,Super Swap!,Nintendo DSi,6,
14686,Okay,Bass Pro Shops: The Hunt,Xbox 360,6,
14687,Good,DeathSmiles (Limited Edition),Xbox 360,7.5,
14688,Okay,Metal Slug XX,Xbox 360,6.5,
14689,Masterpiece,Super Mario Galaxy 2,Wii,10,
14690,Okay,Dragon Age: Origins -- Darkspawn Chronicles,PlayStation 3,6,
14691,Okay,Shrek Forever After,iPhone,6,
14692,Great,Monster Mayhem,iPhone,8.5,
14693,Great,The Sims 3: Ambitions,PC,8,
14694,Bad,Things On Wheels,Xbox 360,4,
14695,Good,Crash Bandicoot Nitro Kart 2,iPhone,7.2,
14696,Okay,Tecmo Bowl Throwback,PlayStation 3,6.5,
14697,Okay,Planet Minigolf,PlayStation 3,6.5,
14698,Mediocre,16 Shot!  Shooting Watch,Nintendo DSi,5,
14699,Bad,Attack of the Movies 3D,Wii,4.5,
14700,Good,Chocobo Panic,iPad,7,
14701,Good,Bit.Trip Runner,Wii,7,
14702,Good,Blur,Xbox 360,7,
14703,Great,Tiger Woods PGA Tour 11,Xbox 360,8.5,
14704,Amazing,Metal Gear Solid: Peace Walker (Limited Edition),PlayStation Portable,9.5,
14705,Good,Super Stacker,PlayStation 3,7.5,
14706,Good,Nano Tank,iPad,7.4,
14707,Great,Samurai: Way of the Warrior HD,iPad,8,
14708,Bad,N3: Ninety-Nine Nights II,Xbox 360,4,
14709,Mediocre,The Tales of Bearsworth Manor: Chaotic Conflicts,Wii,5.5,
14710,Great,Monkey Island 2: LeChuck's Revenge -- Special Edition,Xbox 360,8.9,
14711,Mediocre,The Tales of Bearsworth Manor: Puzzling Pages,Wii,5.5,
14712,Great,Mega Man Zero Collection,Nintendo DS,8,
14713,Great,Blacklight: Tango Down,Xbox 360,8,
14714,Good,Yard Sale Hidden Treasures: Sunnyville,Wii,7,
14715,Great,Monkey Island 2: LeChuck's Revenge -- Special Edition,PlayStation 3,8.9,
14716,Great,Monkey Island 2: LeChuck's Revenge -- Special Edition,iPad,8.9,
14717,Good,Dragon Age: Origins -- Leliana's Song,Xbox 360,7,
14718,Mediocre,Sniper: Ghost Warrior,PC,5,
14719,Great,Monkey Island 2: LeChuck's Revenge -- Special Edition,iPhone,8.4,
14720,Good,Dragon Age: Origins -- Leliana's Song,PlayStation 3,7,
14721,Good,Dragon Age: Origins -- Leliana's Song,PC,7,
14722,Mediocre,Sniper: Ghost Warrior,Xbox 360,5,
14723,Good,Family Feud: 2010 Edition,PlayStation 3,7.5,
14724,Good,Ancients of Ooga,Xbox 360,7.5,
14725,Great,BlazBlue: Continuum Shift,PlayStation 3,8.5,
14726,Awful,Cruise Party,Wii,3,
14727,Okay,Serious Sam HD: The Second Encounter,PC,6.5,
14728,Great,SEGA Genesis Ultimate Collection: Ecco the Dolphin,iPhone,8,
14729,Good,Primrose,Nintendo DSi,7.5,
14730,Great,Pop Island: Paperfield,Nintendo DSi,8,
14731,Good,Music On: Retro Keyboard,Nintendo DSi,7.5,
14732,Okay,4 Travellers: Play French,Nintendo DSi,6,
14733,Okay,DarkStar One: Broken Alliance,Xbox 360,6,
14734,Great,24/7 Solitaire,Nintendo DSi,8,
14735,Bad,Pong Toss Pro: Frat Party Games,Wii,4,
14736,Bad,Top Gun,PlayStation 3,4.5,
14737,Unbearable,Hints Hunter,Nintendo DSi,1,
14738,Good,MonsTeca Corral,Wii,7,
14739,Mediocre,Space Trek,Wii,5.5,
14740,Good,Kane & Lynch 2: Dog Days,Xbox 360,7,
14741,Great,UniWar,Android,8,
14742,Good,Super K.O. Boxing 2,Android,7.5,
14743,Good,Let's Golf,Android,7.5,
14744,Mediocre,Pac-Man: Championship Edition,Android,5,
14745,Great,Zenonia,Android,8,
14746,Okay,Wolf Boy,iPhone,6.5,
14747,Amazing,Limbo,Xbox 360,9,
14748,Good,Attack on Pearl Harbor -- Episode 1: Red Sun Rising,Wii,7,
14749,Great,Wild West 3D Rollercoaster Rush,iPhone,8,
14750,Good,Star Wars: The Battle for Hoth,iPhone,7.4,
14751,Good,Deadliest Warrior: The Game,Xbox 360,7,
14752,Great,Home Run Battle 3D,Android,8,
14753,Good,Backbreaker Football,Android,7.5,
14754,Great,N.O.V.A.: Near Orbit Vanguard Alliance,Android,8.5,
14755,Great,Spider-Man: Shattered Dimensions,Xbox 360,8,
14756,Good,Batman: The Brave and the Bold,Nintendo DS,7.5,
14757,Great,R.U.S.E.,PlayStation 3,8,
14758,Okay,Puzzle Agent,iPhone,6.5,
14759,Good,Kane & Lynch 2: Dog Days,PlayStation 3,7,
14760,Great,Lara Croft and the Guardian of Light,Xbox 360,8.5,
14761,Good,Splode,iPhone,7.5,
14762,Good,Rhythm Core Alpha,Nintendo DSi,7,
14763,Great,Turn: The Lost Artifact,Nintendo DSi,8,
14764,Good,Ghosts 'N Goblins: Gold Knights II,iPhone,7,
14765,Good,Did It Myself ABC123,Nintendo DSi,7,
14766,Awful,Clash of the Titans,Xbox 360,3,
14767,Mediocre,Rhythm Zone,PC,5,
14768,Good,Hero of Sparta II,iPhone,7.5,
14769,Okay,AquaSpace,Wii,6,
14770,Good,Dragon Ball: Origins 2,Nintendo DS,7.5,
14771,Good,Piyotama,PlayStation Portable,7.5,
14772,Bad,Arcade Sports,Wii,4,
14773,Good,The Jim and Frank Mysteries: The Blood River Files,iPhone,7.5,
14774,Great,DeathSpank,Xbox 360,8.5,
14775,Good,Bejeweled 2,Wii,7,
14776,Good,Helsing's Fire,iPhone,7,
14777,Great,Tom Clancy's Splinter Cell: Conviction,PC,8.5,
14778,Great,Wild Guns,Wii,8,
14779,Mediocre,My Farm,Nintendo DSi,5,
14780,Good,Kane & Lynch 2: Dog Days,PC,7,
14781,Okay,Hasbro Family Game Night: Jenga,Xbox 360,6,
14782,Painful,Hasbro Family Game Night: Connect 4x4,Xbox 360,2.5,
14783,Amazing,Drop7,Android,9,
14784,Great,The Plateau,Android,8,
14785,Great,Asphalt 5 HD,Android,8,
14786,Good,Beat Hazard,PC,7.6,
14787,Bad,Robin Hood: The Return of Richard,Wii,4,
14788,Great,Madden NFL 11,iPad,8,
